juan forlin,forlin,r. oviedo,argentina,74,laliga 1 i 2 i 3,30,180,69,41,51,64,73,65,78,62,78,71,64,72,63,40,66,73,61,72,27,65,60,51,58,90,59,61,36,68,69,75,40,38,67,right,50,73,2671,juan forlin,juan forlin,real oviedo,argentina,74,laliga 1 i 2 i 3,29,180,69,41,51,64,73,65,78,62,78,71,64,72,63,40,66,73,61,72,27,65,60,51,58,90,59,61,36,68,69,75,40,38,67,right,50,73,1202
marcio gonzaga de azevedo,marcio azevedo,paok,brazil,74,hellas liga,32,173,79,73,66,67,73,71,71,75,73,81,80,82,76,51,85,79,68,73,69,69,69,67,73,73,61,74,61,76,55,71,65,68,76,left,72,72,2490,marcio gonzaga de azevedo,márcio azevedo,paok,brazil,74,hellas liga,31,173,79,73,66,67,73,71,71,75,73,81,80,82,76,51,85,79,68,73,69,69,69,67,73,73,61,74,61,76,55,71,65,68,76,left,72,72,1205
ricardo van rhijn,van rhijn,az,holland,74,eredivisie,26,179,70,61,55,73,73,72,66,81,71,67,82,72,74,70,83,71,69,74,67,69,82,81,68,68,53,76,45,66,72,71,59,78,65,right,65,80,2286,ricardo van rhijn,ricardo van rhijn,az,netherlands,74,eredivisie,26,179,70,61,55,73,73,72,66,81,71,67,82,72,74,70,83,71,69,74,67,69,82,81,68,68,53,76,45,66,72,71,59,78,65,right,65,80,1206
adam maher,maher,fc twente,holland,74,eredivisie,24,175,74,69,59,71,56,80,58,70,45,44,72,59,80,77,73,54,75,52,70,76,74,76,76,53,73,78,66,83,46,52,69,75,70,right,72,69,2508,adam maher,adam maher,fc twente,netherlands,74,eredivisie,24,175,74,69,59,71,56,80,58,70,45,44,72,59,80,77,73,54,75,52,70,76,74,76,76,53,73,78,66,83,46,52,69,75,70,right,72,69,1207
brice dja djedje,dja djedje,racing club de lens,cote d'ivoire,74,dominos ligue 2,27,168,74,68,58,66,75,75,72,76,70,72,78,83,76,31,79,75,69,72,53,76,72,56,73,67,68,69,58,87,58,71,59,47,65,right,70,75,2506,brice dja djedje,brice dja djédjé,racing club de lens,ivory coast,74,dominos ligue 2,26,168,74,68,58,66,75,75,72,76,70,72,78,83,76,31,79,75,69,72,53,76,72,56,73,67,68,69,58,87,58,71,59,47,65,right,70,75,1208
luis quinones,quinones,tigres u.a.n.l.,colombia,74,liga bancomer mx,26,178,73,70,54,66,23,73,21,89,16,63,91,59,87,70,92,62,66,23,67,68,71,61,76,56,65,71,70,69,51,23,69,40,72,left,76,62,2526,luis quinones,luis quiñones,tigres u.a.n.l.,colombia,74,liga bancomer mx,26,178,73,70,54,66,23,73,21,89,16,63,91,59,87,70,92,62,66,23,67,68,71,61,76,56,65,71,70,69,51,23,69,40,72,left,76,62,1209
jorge marco de oliveira morais,jorge,as monaco football club sa,brazil,74,ligue 1 conforama,21,184,75,72,43,65,74,71,71,81,70,59,79,59,83,61,77,64,67,68,66,74,74,62,74,57,58,75,41,62,53,70,55,36,68,left,75,81,2451,jorge marco de oliveira morais,jorge,as monaco football club sa,brazil,74,ligue 1,21,184,75,72,43,65,74,71,71,81,70,59,79,59,83,61,77,64,67,68,66,74,74,62,74,57,58,75,41,62,53,70,55,36,68,left,75,81,1210
tiago alves sales,tiago,jeonbuk hyundai motors,brazil,74,k league classic,25,182,72,73,73,70,35,77,50,89,31,70,86,46,79,63,84,64,72,33,72,73,70,80,75,74,65,75,75,70,55,39,73,70,64,left,74,63,2542,tiago alves sales,tiago,jeonbuk hyundai motors,brazil,74,k league classic,24,182,72,73,73,70,35,77,50,89,31,70,86,46,79,63,84,64,72,33,72,73,70,80,75,74,65,75,75,70,55,39,73,70,64,left,74,63,1211
domenico maietta,maietta,empoli,italy,74,calcio b,35,184,70,16,19,56,78,52,78,32,78,76,40,78,33,20,46,70,41,74,27,56,21,22,50,69,25,30,13,52,70,77,18,14,74,right,48,50,2478,domenico maietta,domenico maietta,empoli,italy,74,calcio b,35,184,70,16,19,56,78,52,78,32,78,76,40,78,33,20,46,70,41,74,27,56,21,22,50,69,25,30,13,52,70,77,18,14,74,right,48,50,1212
marios oikonomou,oikonomou,bari,greece,74,calcio b,25,189,66,20,27,60,78,60,76,55,78,84,60,64,47,20,64,74,43,74,22,56,56,20,56,76,30,30,14,38,70,76,25,22,68,right,56,62,2528,marios oikonomou,marios oikonomou,bari,greece,74,calcio b,24,189,66,20,27,60,78,60,76,55,78,84,60,64,47,20,64,74,43,74,22,56,56,20,56,76,30,30,14,38,70,76,25,22,68,right,56,62,1213
mauricio de carvalho antonio,mauricio antonio,urawa red diamonds,brazil,74,meiji yasuda j1 league,26,183,73,23,43,65,74,50,74,66,73,78,65,78,46,30,64,74,49,71,22,66,45,30,49,85,32,35,27,56,76,74,30,29,45,right,46,62,2462,mauricio de carvalho antonio,maurício antónio,urawa red diamonds,brazil,74,meiji yasuda j1 league,25,183,73,23,43,65,74,50,74,66,73,78,65,78,46,30,64,74,49,71,22,66,45,30,49,85,32,35,27,56,76,74,30,29,45,right,46,62,1214
omar colley,colley,krc genk,gambia,74,belgium pro league,25,190,71,28,33,65,73,59,67,60,69,87,72,82,59,24,81,83,52,78,31,67,41,38,52,65,32,44,28,44,75,71,31,37,66,left,42,79,2448,omar colley,omar colley,krc genk,gambia,74,belgium pro league,24,190,71,28,33,65,73,59,67,60,69,87,72,82,59,24,81,83,52,78,31,67,41,38,52,65,32,44,28,44,75,71,31,37,66,left,42,79,1215
cesar montes,montes,monterrey,mexico,74,liga bancomer mx,21,191,69,59,48,70,75,62,71,68,73,78,67,73,71,31,67,76,58,76,35,64,50,62,59,77,61,41,32,57,76,74,38,37,74,right,52,75,2452,cesar montes,césar montes,monterrey,mexico,74,liga bancomer mx,20,191,69,59,48,70,75,62,71,68,73,78,67,73,71,31,67,76,58,76,35,64,50,62,59,77,61,41,32,57,76,74,38,37,74,right,52,75,1218
kevin molino,molino,minnesota united fc,trinidad and tobago,74,major league soccer,27,184,75,75,69,58,53,75,36,78,39,65,77,55,81,60,77,66,65,47,66,69,69,65,77,69,70,60,72,78,61,46,70,59,73,right,78,77,2405,kevin molino,kevin molino,minnesota united fc,trinidad & tobago,74,major league soccer,27,184,75,75,69,58,53,75,36,78,39,65,77,55,81,60,77,66,65,47,66,69,69,65,77,69,70,60,72,78,61,46,70,59,73,right,78,77,1226
firmin ndombe mubele,mubele,stade rennais fc,congo dr,74,ligue 1 conforama,23,178,70,75,65,38,17,72,24,79,19,70,81,65,89,55,83,68,53,13,76,64,78,46,73,78,70,35,74,80,70,24,74,40,65,right,70,65,2407,firmin ndombe mubele,firmin ndombe mubele,stade rennais fc,dr congo,74,ligue 1,23,178,70,75,65,38,17,72,24,79,19,70,81,65,89,55,83,68,53,13,76,64,78,46,73,78,70,35,74,80,70,24,74,40,65,right,70,65,1229
guillermo maripan,maripan,d. alaves,chile,74,laliga santander,23,193,75,28,20,51,77,57,64,53,76,90,54,75,32,31,54,78,48,70,24,66,56,29,47,67,30,41,28,33,74,73,33,27,70,right,40,59,2408,guillermo maripan,guillermo maripán,deportivo alaves,chile,74,laliga santander,23,193,75,28,20,51,77,57,64,53,76,90,54,75,32,31,54,78,48,70,24,66,56,29,47,67,30,41,28,33,74,73,33,27,70,right,40,59,1230
jose manuel rodriguez benito,chema rodriguez,levante ud,spain,74,laliga santander,26,182,66,25,46,63,74,62,74,70,74,77,69,77,65,54,68,74,56,76,56,66,65,32,57,82,54,48,50,63,73,74,53,32,65,left,49,64,2411,jose manuel rodriguez benito,chema rodríguez,levante ud,spain,74,laliga santander,25,182,66,25,46,63,74,62,74,70,74,77,69,77,65,54,68,74,56,76,56,66,65,32,57,82,54,48,50,63,73,74,53,32,65,left,49,64,1231
jordan amavi,amavi,olympique de marseille,france,74,ligue 1 conforama,24,176,72,65,66,59,73,73,74,79,71,65,79,66,77,65,79,69,67,73,62,69,77,68,73,81,68,75,66,75,66,72,67,49,66,left,73,76,2410,jordan amavi,jordan amavi,olympique de marseille,france,74,ligue 1,23,176,72,65,66,59,73,73,74,79,71,65,79,66,77,65,79,69,67,73,62,69,77,68,73,81,68,75,66,75,66,72,67,49,66,left,73,76,1232
ezequiel cerutti,cerutti,san lorenzo de almagro,argentina,74,dawry jameel,26,179,70,69,69,65,17,74,34,92,18,59,90,73,85,65,88,67,68,18,71,72,68,63,76,72,70,66,61,74,64,26,65,51,73,right,77,76,2409,ezequiel cerutti,ezequiel cerutti,san lorenzo de almagro,argentina,74,primera division,25,179,70,69,69,65,17,74,34,92,18,59,90,73,85,65,88,67,68,18,71,72,68,63,76,72,70,66,61,74,64,26,65,51,73,right,77,76,1233
ezequiel cerutti,cerutti,al hilal,argentina,74,dawry jameel,26,179,70,69,69,65,17,74,34,92,18,59,90,73,85,65,88,67,68,18,71,72,68,63,76,72,70,66,61,74,64,26,65,51,73,right,77,76,2532,ezequiel cerutti,ezequiel cerutti,san lorenzo de almagro,argentina,74,primera division,25,179,70,69,69,65,17,74,34,92,18,59,90,73,85,65,88,67,68,18,71,72,68,63,76,72,70,66,61,74,64,26,65,51,73,right,77,76,1233
leonardo b. lohner maia,leo bonatini,wolverhampton wanderers,brazil,74,efl championship,23,185,70,73,71,56,28,75,33,72,32,77,72,67,69,70,72,72,62,31,74,61,79,69,72,72,61,65,76,60,70,35,76,63,73,right,72,67,2414,leonardo b. lohner maia,léo bonatini,wolverhampton wanderers,brazil,74,efl championship,23,185,70,73,71,56,28,75,33,72,32,77,72,67,69,70,72,72,62,31,74,61,79,69,72,72,61,65,76,60,70,35,76,63,73,right,72,67,1234
andre geraldes de barros,andre geraldes,cf os belenenses,portugal,74,liga nos,26,181,72,63,48,54,75,68,74,77,75,72,78,69,76,35,79,72,64,73,32,73,55,57,66,74,58,73,36,72,60,73,41,36,64,right,62,76,2419,andre geraldes de barros,andré geraldes,cf os belenenses,portugal,74,liga nos,26,181,72,63,48,54,75,68,74,77,75,72,78,69,76,35,79,72,64,73,32,73,55,57,66,74,58,73,36,72,60,73,41,36,64,right,62,76,1235
jae sung lee,lee jae sung,jeonbuk hyundai motors,korea republic,74,k league classic,25,180,72,71,44,74,50,73,63,69,60,63,68,73,76,64,67,70,73,43,67,76,65,65,72,57,79,65,64,62,66,56,64,58,75,left,71,85,2417,jae sung lee,lee jae sung,jeonbuk hyundai motors,korea republic,74,k league classic,25,180,72,71,44,74,50,73,63,69,60,63,68,73,76,64,67,70,73,43,67,76,65,65,72,57,79,65,64,62,66,56,64,58,75,left,71,85,1236
daniel bocanegra,bocanegra,atletico nacional,colombia,74,liga dimayor,30,182,76,53,52,59,72,72,69,71,71,74,73,76,59,47,74,78,68,68,73,72,72,65,65,80,61,73,42,56,72,71,56,76,68,right,61,87,2397,daniel bocanegra,daniel bocanegra,atletico nacional,colombia,74,liga dimayor,30,182,76,53,52,59,72,72,69,71,71,74,73,76,59,47,74,78,68,68,73,72,72,65,65,80,61,73,42,56,72,71,56,76,68,right,61,87,1238
diego gonzalez,gonzalez,racing club,argentina,74,primera division,30,172,73,67,57,72,74,73,75,66,72,76,68,84,65,46,69,81,68,71,73,74,75,53,71,67,66,68,63,63,68,73,66,41,69,right,71,91,2402,diego gonzalez,diego gonzález,racing club,argentina,74,primera division,29,172,73,67,57,72,74,73,75,66,72,76,68,84,65,46,69,81,68,71,73,74,75,53,71,67,66,68,63,63,68,73,66,41,69,right,71,91,1239
alexey miranchuk,miranchuk,lokomotiv moscow,russia,74,russian football premier league,22,182,68,66,57,71,28,73,36,71,22,68,73,43,77,62,75,64,71,29,68,75,65,64,74,58,76,65,70,67,53,30,67,53,67,left,76,74,2396,alexey miranchuk,alexey miranchuk,lokomotiv moscow,russia,74,sogaz russian football championship,21,182,68,66,57,71,28,73,36,71,22,68,73,43,77,62,75,64,71,29,68,75,65,64,74,58,76,65,70,67,53,30,67,53,67,left,76,74,1240
fabio rafael rodrigues cardoso,fabio cardoso,rangers fc,portugal,74,scottish premiership,23,187,75,35,39,47,76,63,70,62,75,76,66,79,56,29,70,76,46,74,25,60,64,37,58,76,41,32,22,57,73,74,33,29,60,right,53,72,2395,fabio rafael rodrigues cardoso,fábio cardoso,rangers fc,portugal,74,scottish premiership,23,187,75,35,39,47,76,63,70,62,75,76,66,79,56,29,70,76,46,74,25,60,64,37,58,76,41,32,22,57,73,74,33,29,60,right,53,72,1241
wilmar barrios,barrios,boca juniors,colombia,74,primera division,24,178,73,60,32,65,76,65,78,66,75,70,63,82,67,22,61,78,62,70,39,70,53,31,63,83,65,59,30,67,59,74,38,31,68,right,58,90,2398,wilmar barrios,wilmar barrios,boca juniors,colombia,74,primera division,23,178,73,60,32,65,76,65,78,66,75,70,63,82,67,22,61,78,62,70,39,70,53,31,63,83,65,59,30,67,59,74,38,31,68,right,58,90,1242
luis quinones,quinones,lobos b.u.a.p.,colombia,74,liga bancomer mx,26,178,73,70,54,66,23,73,21,89,16,63,91,59,87,70,92,62,66,23,67,68,71,61,76,56,65,71,70,69,51,23,69,40,72,left,76,62,2399,luis quinones,luis quiñones,lobos b.u.a.p.,colombia,74,liga bancomer mx,26,178,73,70,54,66,23,73,21,89,16,63,91,59,87,70,92,62,66,23,67,68,71,61,76,56,65,71,70,69,51,23,69,40,72,left,76,62,1243
cristiano da silva,cristiano,kashiwa reysol,brazil,74,meiji yasuda j1 league,31,183,63,67,69,66,31,73,47,90,32,91,90,58,72,65,90,78,68,30,75,67,80,70,72,53,68,69,72,49,62,38,73,74,57,right,77,71,2346,cristiano da silva,cristiano,kashiwa reysol,brazil,74,meiji yasuda j1 league,30,183,63,67,69,66,31,73,47,90,32,91,90,58,72,65,90,78,68,30,75,67,80,70,72,53,68,69,72,49,62,38,73,74,57,right,77,71,1244
luciano abecasis,abecasis,godoy cruz,argentina,74,primera division,27,175,77,65,48,55,68,66,68,88,71,60,85,75,75,48,82,67,68,72,42,68,47,71,73,62,72,78,33,66,57,68,41,41,69,right,77,77,2339,luciano abecasis,luciano abecasis,godoy cruz,argentina,74,primera division,27,175,77,65,48,55,68,66,68,88,71,60,85,75,75,48,82,67,68,72,42,68,47,71,73,62,72,78,33,66,57,68,41,41,69,right,77,77,1245
stefan ristovski,ristovski,sporting cp,fyr macedonia,74,liga nos,26,180,74,59,47,68,72,72,73,85,68,72,81,69,77,48,78,75,63,75,68,70,67,68,74,75,48,67,58,75,63,70,61,34,73,right,74,84,2341,stefan ristovski,stefan ristovski,sporting cp,fyr macedonia,74,liga nos,25,180,74,59,47,68,72,72,73,85,68,72,81,69,77,48,78,75,63,75,68,70,67,68,74,75,48,67,58,75,63,70,61,34,73,right,74,84,1247
facundo pereyra,pereyra,club necaxa,argentina,74,primera division,30,172,73,71,62,68,26,77,26,78,27,46,79,58,77,64,79,56,70,39,68,69,74,72,76,69,72,68,73,79,65,32,71,71,69,left,76,73,2345,facundo pereyra,facundo pereyra,club necaxa,argentina,74,liga bancomer mx,30,172,73,71,62,68,26,77,26,78,27,46,79,58,77,64,79,56,70,39,68,69,74,72,76,69,72,68,73,79,65,32,71,71,69,left,76,73,1248
ousmane drame,drame,moreirense fc,france,74,liga nos,25,174,75,69,60,48,44,75,36,94,27,57,92,72,91,60,90,64,63,40,56,68,65,55,79,70,65,64,68,84,59,38,64,69,66,right,81,69,2340,ousmane drame,ousmane dramé,moreirense fc,france,74,liga nos,25,174,75,69,60,48,44,75,36,94,27,57,92,72,91,60,90,64,63,40,56,68,65,55,79,70,65,64,68,84,59,38,64,69,66,right,81,69,1249
thabo matlaba,matlaba,orlando pirates,south africa,74,south african fl,30,169,69,68,48,72,72,72,68,85,72,48,83,41,80,64,82,54,69,76,83,70,76,66,74,56,67,72,67,86,53,70,71,45,74,left,74,75,2349,thabo matlaba,thabo matlaba,orlando pirates,south africa,74,south african fl,29,169,69,68,48,72,72,72,68,85,72,48,83,41,80,64,82,54,69,76,83,70,76,66,74,56,67,72,67,86,53,70,71,45,74,left,74,75,1250
tom rogic,rogic,celtic,australia,74,scottish premiership,25,187,60,73,56,70,40,77,27,74,32,71,70,45,77,63,67,61,69,39,76,74,77,70,76,54,70,61,67,71,60,37,70,57,81,left,78,55,2350,tom rogic,tom rogić,celtic,australia,74,scottish premiership,24,187,60,73,56,70,40,77,27,74,32,71,70,45,77,63,67,61,69,39,76,74,77,70,76,54,70,61,67,71,60,37,70,57,81,left,78,55,1251
paulo henrique soares dos santos,paulinho,portimao,brazil,74,liga nos,23,166,64,78,59,69,25,74,27,75,20,31,73,33,84,64,71,43,71,16,67,77,60,67,75,71,70,66,69,93,47,25,66,68,76,left,73,70,2348,paulo henrique soares dos santos,paulinho,portimao,brazil,74,liga nos,23,166,64,78,59,69,25,74,27,75,20,31,73,33,84,64,71,43,71,16,67,77,60,67,75,71,70,66,69,93,47,25,66,68,76,left,73,70,1252
paulo henrique soares dos santos,paulinho,fc porto,brazil,74,liga nos,23,166,64,78,59,69,25,74,27,75,20,31,73,33,84,64,71,43,71,16,67,77,60,67,75,71,70,66,69,93,47,25,66,68,76,left,73,70,2518,paulo henrique soares dos santos,paulinho,portimao,brazil,74,liga nos,23,166,64,78,59,69,25,74,27,75,20,31,73,33,84,64,71,43,71,16,67,77,60,67,75,71,70,66,69,93,47,25,66,68,76,left,73,70,1252
fahad al muwallad,al muwallad,al ittihad,saudi arabia,74,laliga santander,23,167,69,66,67,55,30,70,45,93,30,59,93,69,79,69,93,68,63,28,70,67,80,56,73,82,65,67,71,63,58,36,72,48,69,right,76,84,2356,fahad al muwallad,fahad al muwallad,al ittihad,saudi arabia,74,abdul latif jameel league,23,167,69,66,67,55,30,70,45,93,30,59,93,69,79,69,93,68,63,28,70,67,80,56,73,82,65,67,71,63,58,36,72,48,69,right,76,84,1253
gerson fernandes,gerso,sporting kansas city,guinea-bissau,74,major league soccer,27,172,78,73,67,53,37,73,34,93,34,33,93,60,90,71,93,50,63,30,65,69,70,65,78,44,65,64,66,92,48,36,67,41,71,left,77,78,2358,gerson fernandes,gerso,sporting kansas city,guinea bissau,74,major league soccer,26,172,78,73,67,53,37,73,34,93,34,33,93,60,90,71,93,50,63,30,65,69,70,65,78,44,65,64,66,92,48,36,67,41,71,left,77,78,1254
kirill panchenko,panchenko,dinamo moscow,russia,74,russian football premier league,28,185,71,75,71,67,20,73,21,75,25,74,76,40,69,66,76,67,70,23,78,71,79,75,72,59,70,65,74,65,72,27,75,80,74,right,73,75,2357,kirill panchenko,kirill panchenko,dinamo moscow,russia,74,sogaz russian football championship,27,185,71,75,71,67,20,73,21,75,25,74,76,40,69,66,76,67,70,23,78,71,79,75,72,59,70,65,74,65,72,27,75,80,74,right,73,75,1255
david accam,accam,chicago fire soccer club,ghana,74,major league soccer,27,174,66,73,64,42,53,66,55,94,25,57,94,69,87,62,94,62,65,49,65,64,79,74,74,56,76,70,68,78,45,44,69,67,68,right,77,69,2368,david accam,david accam,chicago fire soccer club,ghana,74,major league soccer,27,174,66,73,64,42,53,66,55,94,25,57,94,69,87,62,94,62,65,49,65,64,79,74,74,56,76,70,68,78,45,44,69,67,68,right,77,69,1256
renato joao saleiro santos,renato santos,boavista fc,portugal,74,liga nos,26,177,78,77,59,58,32,75,29,79,22,60,78,44,80,63,78,60,67,29,73,67,69,65,76,37,68,71,66,76,51,30,68,69,65,right,76,76,2361,renato joao saleiro santos,renato santos,boavista fc,portugal,74,liga nos,25,177,78,77,59,58,32,75,29,79,22,60,78,44,80,63,78,60,67,29,73,67,69,65,76,37,68,71,66,76,51,30,68,69,65,right,76,76,1257
eric bicfalvi,bicfalvi,fc ural,romania,74,russian football premier league,30,187,72,74,73,76,51,77,47,59,59,79,63,60,52,69,67,75,69,58,78,74,77,68,72,73,70,54,73,51,68,55,75,75,75,right,75,80,2355,eric bicfalvi,eric bicfalvi,fc ural,romania,74,sogaz russian football championship,29,187,72,74,73,76,51,77,47,59,59,79,63,60,52,69,67,75,69,58,78,74,77,68,72,73,70,54,73,51,68,55,75,75,75,right,75,80,1258
louis schaub,schaub,sk rapid wien,austria,74,osterreichische fussball-bundesliga,23,177,59,66,64,66,33,79,35,77,38,65,77,60,87,58,77,66,68,39,65,72,64,63,79,67,68,67,69,76,52,37,66,53,68,left,82,74,2364,louis schaub,louis schaub,sk rapid wien,austria,74,osterreichische fuball-bundesliga,22,177,59,66,64,66,33,79,35,77,38,65,77,60,87,58,77,66,68,39,65,72,64,63,79,67,68,67,69,76,52,37,66,53,68,left,82,74,1259
nikos karelis,karelis,krc genk,greece,74,belgium pro league,26,173,71,76,67,53,31,72,27,73,25,74,73,72,73,75,73,69,64,36,71,68,77,61,72,74,62,66,78,78,61,32,76,63,69,left,71,55,2369,nikos karelis,nikos karelis,krc genk,greece,74,belgium pro league,25,173,71,76,67,53,31,72,27,73,25,74,73,72,73,75,73,69,64,36,71,68,77,61,72,74,62,66,78,78,61,32,76,63,69,left,71,55,1260
luca zuffi,zuffi,fc basel,switzerland,74,raiffeisen super league,27,180,66,64,61,78,72,77,70,67,67,72,66,63,73,65,66,70,82,70,76,84,74,79,73,70,82,81,68,77,61,69,70,77,69,left,71,70,2365,luca zuffi,luca zuffi,fc basel,switzerland,74,raiffeisen super league,27,180,66,64,61,78,72,77,70,67,67,72,66,63,73,65,66,70,82,70,76,84,74,79,73,70,82,81,68,77,61,69,70,77,69,left,71,70,1261
yasser al shahrani,al shahrani,al hilal,saudi arabia,74,dawry jameel,25,171,72,66,62,69,69,72,74,90,73,54,87,64,81,55,85,62,69,71,66,75,68,68,71,59,61,69,48,77,53,70,58,65,63,right,69,79,2366,yasser al shahrani,yasser al shahrani,al hilal,saudi arabia,74,abdul latif jameel league,25,171,72,66,62,69,69,72,74,90,73,54,87,64,81,55,85,62,69,71,66,75,68,68,71,59,61,69,48,77,53,70,58,65,63,right,69,79,1262
ricardo centurion,centurion,genoa,argentina,74,primera division,25,174,75,61,67,63,45,77,40,88,28,46,87,59,87,60,86,59,67,47,64,67,65,68,80,55,69,66,65,85,63,41,64,71,71,right,82,87,2371,ricardo centurion,ricardo centurión,genoa,argentina,74,calcio a,24,174,75,61,67,63,45,77,40,88,28,46,87,59,87,60,86,59,67,47,64,67,65,68,80,55,69,66,65,85,63,41,64,71,71,right,82,87,1263
moussa konate,konate,amiens sc,senegal,74,ligue 1 conforama,24,183,78,71,72,36,17,72,24,90,15,70,90,37,81,60,90,64,54,15,56,62,72,46,73,85,56,60,74,70,75,23,69,37,68,right,72,71,2372,moussa konate,moussa konaté,amiens sc,senegal,74,ligue 1,24,183,78,71,72,36,17,72,24,90,15,70,90,37,81,60,90,64,54,15,56,62,72,46,73,85,56,60,74,70,75,23,69,37,68,right,72,71,1264
nelson ricardo rodrigues lenho,nelson lenho,vila das aves,portugal,74,liga nos,33,179,69,70,46,65,77,74,72,68,71,73,68,76,64,49,68,75,71,74,48,74,52,76,71,70,67,80,42,64,54,72,47,51,68,left,72,79,2250,nelson ricardo rodrigues lenho,nélson lenho,vila das aves,portugal,74,liga nos,33,179,69,70,46,65,77,74,72,68,71,73,68,76,64,49,68,75,71,74,48,74,52,76,71,70,67,80,42,64,54,72,47,51,68,left,72,79,1265
lasse sobiech,sobiech,fc st. pauli,germany,74,bundesliga 2,27,196,73,47,73,48,76,54,68,45,78,84,50,72,32,39,55,73,47,69,31,57,73,34,43,50,42,42,48,33,83,75,50,26,70,right,32,58,2253,lasse sobiech,lasse sobiech,fc st. pauli hamburg,germany,74,bundesliga 2,26,196,73,47,73,48,76,54,68,45,78,84,50,72,32,39,55,73,47,69,31,57,73,34,43,50,42,42,48,33,83,75,50,26,70,right,32,58,1266
maxim kanunnikov,kanunnikov,rubin kazan,russia,74,russian football premier league,26,184,73,73,61,60,29,73,41,82,21,77,85,62,76,68,87,76,64,20,71,65,73,54,74,91,73,64,70,66,74,33,70,52,69,right,75,81,2254,maxim kanunnikov,maxim kanunnikov,rubin kazan,russia,74,sogaz russian football championship,26,184,73,73,61,60,29,73,41,82,21,77,85,62,76,68,87,76,64,20,71,65,73,54,74,91,73,64,70,66,74,33,70,52,69,right,75,81,1267
tiago miguel baia pinto,tiago pinto,osmanlispor,portugal,74,super lig,30,177,73,67,51,72,72,74,71,86,67,64,82,63,84,49,79,69,71,71,73,72,76,68,75,75,69,73,48,77,59,69,60,69,74,left,74,82,2255,tiago miguel baia pinto,tiago pinto,osmanlspor,portugal,74,super lig,29,177,73,67,51,72,72,74,71,86,67,64,82,63,84,49,79,69,71,71,73,72,76,68,75,75,69,73,48,77,59,69,60,69,74,left,74,82,1268
romulo souza orestes caldeira,romulo,hellas verona,italy,74,calcio a,30,178,70,68,66,73,74,76,72,75,66,69,75,70,77,57,75,70,73,72,69,76,75,75,76,67,70,75,60,76,56,69,65,52,71,right,76,74,2251,romulo souza orestes caldeira,rômulo,hellas verona,italy,74,calcio a,30,178,70,68,66,73,74,76,72,75,66,69,75,70,77,57,75,70,73,72,69,76,75,75,76,67,70,75,60,76,56,69,65,52,71,right,76,74,1269
jonas svensson,svensson,az,norway,74,eredivisie,25,170,72,73,48,67,73,70,70,77,71,77,78,80,75,61,79,80,69,74,57,71,74,72,70,71,69,70,48,85,60,71,57,54,71,right,66,87,2271,jonas svensson,jonas svensson,az,norway,74,eredivisie,24,170,72,73,48,67,73,70,70,77,71,77,78,80,75,61,79,80,69,74,57,71,74,72,70,71,69,70,48,85,60,71,57,54,71,right,66,87,1270
hyun jun suk,suk hyun jun,estac troyes,korea republic,74,ligue 1 conforama,26,190,68,74,61,47,37,76,29,62,25,82,64,78,60,68,65,79,58,22,73,59,85,68,72,67,58,58,72,46,73,34,74,67,68,right,75,77,2259,hyun jun suk,suk hyun jun,estac troyes,korea republic,74,ligue 1,26,190,68,74,61,47,37,76,29,62,25,82,64,78,60,68,65,79,58,22,73,59,85,68,72,67,58,58,72,46,73,34,74,67,68,right,75,77,1271
radosav petrovic,petrovic,sporting cp,serbia,74,liga nos,29,193,74,56,47,67,77,74,77,47,69,86,48,77,44,36,48,81,65,64,71,72,77,41,62,60,66,61,56,32,67,72,62,46,69,right,59,79,2257,radosav petrovic,radosav petrović,sporting cp,serbia,74,liga nos,28,193,74,56,47,67,77,74,77,47,69,86,48,77,44,36,48,81,65,64,71,72,77,41,62,60,66,61,56,32,67,72,62,46,69,right,59,79,1272
ibragim tsallagov,tsallagov,dinamo moscow,russia,74,russian football premier league,27,179,69,55,41,69,73,66,70,82,69,65,81,73,83,53,81,73,66,75,42,73,51,44,72,70,62,64,50,71,53,69,49,46,63,right,74,90,2274,ibragim tsallagov,ibragim tsallagov,dinamo moscow,russia,74,sogaz russian football championship,26,179,69,55,41,69,73,66,70,82,69,65,81,73,83,53,81,73,66,75,42,73,51,44,72,70,62,64,50,71,53,69,49,46,63,right,74,90,1273
franco jara,jara,pachuca,argentina,74,liga bancomer mx,29,181,68,73,72,65,29,76,28,77,30,68,78,60,77,72,78,67,67,29,73,72,76,70,74,68,65,67,75,66,70,33,74,50,70,right,75,72,2267,franco jara,franco jara,pachuca,argentina,74,liga bancomer mx,29,181,68,73,72,65,29,76,28,77,30,68,78,60,77,72,78,67,67,29,73,72,76,70,74,68,65,67,75,66,70,33,74,50,70,right,75,72,1274
david omar rodriguez barrera,deivid,r. valladolid cf,spain,74,laliga 1 i 2 i 3,29,188,64,42,49,64,74,80,76,58,71,77,64,73,72,38,69,77,62,80,39,74,60,61,72,59,61,46,28,55,70,74,39,33,66,right,69,84,2281,david omar rodriguez barrera,deivid,real valladolid,spain,74,laliga 1 i 2 i 3,28,188,64,42,49,64,74,80,76,58,71,77,64,73,72,38,69,77,62,80,39,74,60,61,72,59,61,46,28,55,70,74,39,33,66,right,69,84,1275
