acceleration,age,aggression,agility,balance,ball control,club,composure,crossing,curve,defending,dri,dribbling,finishing,free kick accuracy,full name,heading,height,interceptions,jumping,league,long passing,long shots,marking,name,nation,overall,pac,pas,penalties,phy,positioning,reactions,sho,short passing,shot power,sliding tackle,sprint speed,stamina,standing tackle,strength,strong foot,vision,volleys
71,22,43,80,69,75,Lokomotiv Moscow,69,66,65,30,77,79,71,54,Alexey Miranchuk,53,182,36,58,Sogaz Russian Football Championship,73,69,22,Miranchuk,Russia,77,73,73,57,64,66,70,68,77,65,29,75,74,28,68,Left,78,62
48,25,35,60,58,81,Club Brugge Kv,86,70,70,48,75,73,72,72,Hans Vanaken,84,194,83,52,Belgium Pro League,73,75,29,Vanaken,Belgium,77,47,78,66,66,80,77,73,83,74,37,47,82,33,72,Right,80,72
76,25,43,90,90,83,River Plate,74,75,80,28,84,84,64,77,Juan Fernando Quintero,42,169,35,56,Primera Division,75,73,18,Quintero,Colombia,77,74,77,71,43,62,74,70,78,83,22,72,47,30,39,Left,77,65
78,22,72,74,66,75,Zenit St. Petersburg,67,52,48,77,71,68,28,37,Emanuel Mammana,67,183,79,75,Sogaz Russian Football Championship,82,48,78,Mammana,Argentina,77,79,67,68,74,46,74,42,81,63,79,79,74,75,74,Right,54,36
75,22,81,66,72,65,Olympique Lyonnais,74,66,42,79,64,60,30,34,Kenny Tete,69,180,72,74,Ligue 1 Conforama,58,41,82,Tete,Netherlands,77,77,60,40,78,50,75,40,71,60,86,79,78,81,78,Right,47,36
84,22,49,83,69,75,Zenit St. Petersburg,66,64,51,25,74,73,79,40,Sebastian Driussi,72,179,21,67,Sogaz Russian Football Championship,64,74,17,Driussi,Argentina,77,83,68,69,70,77,72,76,76,75,16,83,82,23,72,Right,73,73
78,24,69,78,75,76,Fc Augsburg,66,89,73,71,75,73,38,72,Philipp Max,58,178,68,66,Bundesliga,65,46,69,Max,Germany,77,82,72,41,71,57,71,49,75,76,75,85,78,77,69,Left,55,43
66,24,68,68,75,81,Levante Ud,70,73,81,73,76,75,64,80,Jose Gomez Campana,65,179,75,58,Laliga Santander,76,74,70,Campana,Spain,77,66,78,69,72,70,74,69,81,77,74,66,76,76,73,Right,77,57
67,28,47,79,60,75,San Lorenzo De Almagro,79,55,55,38,70,65,82,54,Nicolas Blandi,80,180,41,82,Primera Division,63,72,33,Blandi,Argentina,77,66,59,78,64,83,78,78,69,75,27,65,74,30,64,Right,43,77
81,24,72,75,63,69,As Monaco Football Club Sa,73,67,63,78,68,65,27,44,Terence Kongolo,74,188,77,86,Premier League,65,52,75,Kongolo,Netherlands,77,81,64,42,76,49,70,42,72,67,84,81,77,82,77,Left,49,40
86,26,53,80,77,79,Watford,73,76,78,32,78,79,71,55,Andre Carrillo,70,181,34,74,Premier League,60,75,19,Carrillo,Peru,77,84,71,68,67,76,75,73,73,76,25,83,65,32,72,Right,75,74
57,29,76,69,61,48,Fenerbahce Sk,72,42,52,80,54,49,33,43,Luis Carlos Novo Neto,82,187,81,79,Super Lig,77,37,80,Luis Neto,Portugal,77,58,59,47,69,44,78,37,72,42,80,59,72,77,64,Right,46,40
69,28,73,65,68,60,Rio Ave Fc,76,37,35,78,54,41,24,27,Marcelo Dos Santos Ferreira,80,182,77,90,Liga Nos,51,22,76,Marcelo,Brazil,77,70,48,42,73,24,76,28,65,39,78,70,70,81,72,Right,38,28
84,26,75,78,76,74,Psv,75,75,31,72,75,74,35,41,Santiago Arias,62,175,70,82,Eredivisie,72,50,75,Arias,Colombia,77,84,65,56,72,65,75,45,72,56,76,84,88,74,62,Right,52,43
83,23,67,77,77,75,Rubin Kazan,73,64,66,40,75,74,78,50,Sardar Azmoun,84,186,34,90,Sogaz Russian Football Championship,64,76,39,Azmoun,Iran,77,82,64,55,68,75,74,75,69,75,32,82,58,33,72,Right,60,69
74,23,41,64,51,79,Eintracht Frankfurt,67,40,52,35,72,72,79,46,Sebastien Haller,75,190,30,80,Bundesliga,35,62,35,Haller,France,77,76,55,88,76,77,76,75,64,77,29,78,72,26,91,Right,70,70
77,23,73,90,85,81,Fc Porto,80,74,74,37,83,83,64,72,Otavio Edmilson Da Silva Monteiro,56,172,46,57,Liga Nos,72,66,25,Otavio,Brazil,77,76,75,72,60,76,80,66,77,67,27,75,63,41,53,Right,77,61
60,28,75,55,51,59,Rcd Espanyol,67,40,28,78,54,48,26,32,Oscar Duarte,77,186,74,80,Laliga Santander,55,24,78,Duarte,Costa Rica,77,65,52,37,72,35,73,31,70,47,81,69,64,80,74,Right,39,32
54,25,74,51,49,64,Sc Braga,75,29,32,79,53,41,26,32,Ricardo Jose Araujo Ferreira,77,190,77,66,Liga Nos,53,22,79,Ricardo Ferreira,Portugal,77,55,46,43,73,51,76,32,65,46,75,56,65,81,77,Right,33,34
74,24,70,70,65,77,Spartak Moscow,75,62,43,75,76,79,55,59,Roman Zobnin,65,182,75,63,Sogaz Russian Football Championship,76,66,75,Zobnin,Russia,77,76,71,53,71,64,76,56,78,52,74,78,90,78,63,Right,72,44
80,28,78,82,72,74,Fenerbahce Sk,74,78,76,72,77,78,49,42,Sener Ozbayrakli,64,171,73,84,Super Lig,72,76,71,Ozbayrakli,Turkey,77,83,72,44,76,64,75,62,74,83,73,85,83,76,70,Right,68,55
82,24,73,84,74,75,Fiorentina,74,73,74,72,77,78,57,35,Bruno Miguel Boialvo Gaspar,64,180,71,80,Calcio A,67,64,72,Bruno Gaspar,Portugal,77,84,69,48,73,75,80,61,72,68,76,85,85,74,67,Right,67,63
66,26,80,43,47,49,Fiorentina,70,32,33,79,46,39,26,34,Vitor Hugo Franchescoli Souza,83,187,76,79,Calcio A,37,22,80,Vitor Hugo,Brazil,77,68,36,49,76,27,73,31,41,49,82,70,66,78,79,Left,33,33
68,36,85,50,62,52,Torino,69,34,40,79,49,40,34,21,Nicolas Burdisso,80,182,77,89,Calcio A,55,23,79,Burdisso,Argentina,77,61,45,41,73,25,71,29,54,24,78,55,55,79,76,Right,38,19
81,24,72,75,63,69,Huddersfield Town,73,67,63,78,68,65,27,44,Terence Kongolo,74,188,77,86,Premier League,65,52,75,Kongolo,Netherlands,77,81,64,42,76,49,70,42,72,67,84,81,77,82,77,Left,49,40
74,28,78,75,75,77,Tigres U.A.N.L.,80,65,60,74,75,73,56,55,Rafael De Souza Pereira,51,179,78,56,Liga Bancomer Mx,77,69,76,Rafael Carioca,Brazil,77,76,74,63,70,69,75,64,81,76,74,77,78,77,64,Right,75,58
76,25,43,90,90,83,Independiente Medellin,74,75,80,28,84,84,64,77,Juan Fernando Quintero,42,169,35,56,Primera Division,75,73,18,Quintero,Colombia,77,74,77,71,43,62,74,70,78,83,22,72,47,30,39,Left,77,65
69,35,80,64,69,73,River Plate,72,65,65,75,68,64,38,55,Javier Pinola,67,184,73,82,Primera Division,66,59,80,Pinola,Argentina,77,70,66,38,77,57,76,50,75,72,76,70,64,74,82,Left,56,46
50,28,79,37,34,61,Sporting Cp,72,44,35,78,51,44,34,50,Andre Almeida Pinto,78,194,77,34,Liga Nos,58,54,77,Andre Pinto,Portugal,77,50,54,46,80,33,70,45,66,68,82,50,67,80,91,Right,47,36
64,30,74,54,56,73,Vfb Stuttgart,77,50,38,30,66,63,81,44,Simon Terodde,80,192,23,65,Bundesliga,40,71,11,Terodde,Germany,77,70,54,71,77,79,76,78,64,79,19,74,68,42,84,Right,58,77
87,26,78,89,83,76,Fenerbahce Sk,73,74,74,49,80,82,66,40,Alper Potuk,62,177,46,72,Super Lig,76,70,46,Potuk,Turkey,77,86,73,56,68,74,76,68,78,74,54,86,72,48,61,Right,71,54
72,27,69,65,57,75,Fc Basel,71,80,45,78,66,60,68,55,Michael Lang,80,185,74,80,Raiffeisen Super League,73,68,78,Lang,Switzerland,77,74,67,59,79,65,64,69,74,74,77,75,85,79,80,Right,48,74
83,25,60,77,79,77,Liverpool,70,62,57,35,77,78,77,36,Danny Ings,71,178,39,81,Premier League,61,67,33,Ings,England,77,82,64,68,71,79,74,74,69,74,27,82,75,24,73,Right,68,66
77,23,76,74,85,80,Eintracht Frankfurt,74,86,84,72,78,77,54,63,Jetro Willems,67,170,72,77,Bundesliga,72,68,72,Willems,Netherlands,77,79,78,46,75,69,74,62,77,78,73,81,75,75,75,Left,77,53
86,24,55,86,92,84,Ajax,69,65,78,27,85,88,62,59,Amin Younes,44,168,30,37,Eredivisie,57,62,25,Younes,Germany,77,80,72,58,56,74,77,61,78,55,18,75,74,23,50,Right,79,58
63,26,81,67,68,71,Ajax,74,70,40,79,70,68,50,34,Joel Veltman,73,182,80,72,Eredivisie,73,41,78,Veltman,Netherlands,77,66,66,42,76,55,77,49,74,60,80,68,82,82,72,Right,56,38
45,31,65,72,79,82,Ajax,68,81,85,59,76,74,70,86,Lasse Schne,60,176,81,70,Eredivisie,77,82,50,Schne,Denmark,77,50,82,77,60,67,70,76,82,83,51,55,66,55,55,Right,83,84
65,21,70,68,67,76,Wolverhampton Wanderers,72,72,76,72,73,73,62,70,Ruben Diogo Da Silva Neves,61,180,75,74,Efl Championship,80,74,70,Ruben Neves,Portugal,77,66,78,59,71,63,75,68,82,78,69,66,74,76,70,Right,78,68
87,21,52,87,88,78,Sl Benfica,68,76,82,32,80,80,67,65,Andrija Zivkovic,43,169,33,57,Liga Nos,66,70,28,Zivkovic,Serbia,77,85,73,60,49,72,77,69,74,73,28,84,66,34,39,Left,74,68
65,26,76,72,64,82,Brighton & Hove Albion,74,58,74,61,75,72,65,71,Davy Propper,65,185,62,70,Premier League,71,82,55,Propper,Netherlands,77,67,73,69,75,66,77,72,78,82,54,68,89,68,69,Right,82,72
86,25,70,85,76,77,Real Betis Balompie,74,76,72,42,78,79,70,69,Joel Campbell,52,178,45,78,Laliga Santander,68,74,38,Campbell,Costa Rica,77,85,73,75,71,75,72,73,74,82,42,85,66,40,74,Left,75,64
61,26,83,62,65,75,Newcastle United,75,73,66,60,73,74,67,73,Jonjo Shelvey,69,185,58,65,Premier League,84,81,55,Shelvey,England,77,62,79,71,77,70,72,73,82,85,59,62,77,64,76,Right,80,56
68,30,83,65,57,76,Rubin Kazan,75,58,57,74,73,74,55,41,Alexandre Song,68,185,75,71,Sogaz Russian Football Championship,73,42,74,Song,Cameroon,77,66,68,66,77,62,76,56,76,68,73,65,68,77,79,Right,69,52
59,34,93,59,38,67,Royal Antwerp Fc,70,62,59,72,64,65,50,60,Jelle Van Damme,77,191,72,83,Belgium Pro League,77,68,72,Van Damme,Belgium,77,64,67,63,92,64,74,61,68,77,70,69,87,72,94,Left,67,66
79,32,76,76,63,80,Lokomotiv Moscow,75,72,64,35,76,75,77,56,Ariclenes Da Silva Ferreira,70,180,29,91,Sogaz Russian Football Championship,65,75,37,Ari,Brazil,77,77,71,71,80,77,71,77,75,80,23,75,76,28,82,Right,73,73
65,35,39,79,88,82,Norwich City,73,73,65,40,79,78,67,67,Wes Hoolahan,43,168,35,33,Efl Championship,73,68,28,Hoolahan,Republic Of Ireland,77,62,76,77,51,74,71,69,78,71,36,59,62,54,53,Left,81,62
87,33,77,81,77,76,Monterrey,75,69,71,54,75,73,69,69,Carlos Sanchez,69,170,70,75,Liga Bancomer Mx,78,76,37,Sanchez,Uruguay,77,88,74,65,72,74,80,72,74,76,45,89,89,60,61,Right,79,75
90,26,67,91,83,77,Fc Basel,75,74,78,31,78,77,69,72,Renato Steffen,61,170,19,82,Raiffeisen Super League,73,74,26,Steffen,Switzerland,77,89,74,55,68,71,68,71,75,75,35,89,82,32,60,Left,73,77
64,31,79,68,62,79,Torino,75,76,72,69,74,73,46,74,Mirko Valdifiori,65,185,75,67,Calcio A,86,68,62,Valdifiori,Italy,77,63,81,52,71,53,76,56,84,70,66,62,77,74,66,Right,82,59
92,28,45,88,81,77,Celtic,71,72,70,33,79,80,76,69,Scott Sinclair,67,173,45,67,Scottish Premiership,50,66,19,Sinclair,England,77,91,68,80,66,77,70,74,73,75,28,91,89,30,62,Right,68,65
85,24,60,90,84,80,Sassuolo,70,75,66,17,82,83,69,61,Matteo Politano,40,171,25,38,Calcio A,62,68,12,Politano,Italy,77,82,70,70,50,75,75,69,75,68,12,79,69,12,38,Left,68,67
34,27,81,30,32,64,Getafe Cf,69,21,49,78,46,34,23,31,Bruno Gonzalez Cabrera,77,185,74,65,Laliga Santander,68,22,79,Bruno,Spain,77,37,48,42,81,36,77,33,65,66,75,39,75,80,86,Right,35,23
70,24,80,65,76,71,Zenit St. Petersburg,74,60,56,77,70,70,42,44,Matias Kranevitter,56,179,82,74,Sogaz Russian Football Championship,72,54,74,Kranevitter,Argentina,77,71,68,46,77,53,71,49,74,61,79,71,80,83,75,Right,70,43
70,29,80,61,67,77,Lazio,70,59,66,47,72,72,72,68,Felipe Caicedo,75,183,43,75,Calcio A,53,68,42,Caicedo,Ecuador,77,72,63,73,81,82,78,74,69,84,47,74,66,44,90,Left,61,75
69,34,75,74,74,77,Ogc Nice,80,76,74,76,74,70,57,66,Christophe Jallet,71,178,75,78,Ligue 1 Conforama,75,66,78,Jallet,France,77,71,76,65,73,74,78,64,79,73,78,72,76,77,70,Right,75,70
66,29,93,64,71,72,Sunderland,67,61,57,76,67,64,49,58,Lee Cattermole,66,178,77,65,Efl Championship,75,59,72,Cattermole,England,77,65,68,64,81,47,70,57,73,74,81,65,79,80,78,Right,65,58
58,36,80,57,60,69,Ud Las Palmas,69,74,48,76,59,49,50,46,David Garcia Santana,76,184,74,72,Laliga Santander,62,28,78,David Garcia,Spain,77,56,64,51,78,45,73,45,77,49,75,55,78,77,77,Right,39,47
79,31,66,87,74,87,Watford,72,66,81,33,85,86,78,79,Mauro Zarate,56,176,38,69,Primera Division,60,82,22,Zarate,Argentina,77,77,68,70,65,77,75,79,72,80,30,75,69,34,62,Right,63,78
78,24,52,83,79,85,Borussia Monchengladbach,72,82,83,33,83,84,71,80,Vincenzo Grifo,47,180,45,52,Bundesliga,60,75,23,Grifo,Italy,77,75,73,63,63,74,72,73,73,80,30,72,73,31,64,Right,70,69
77,32,74,84,85,80,Paok,72,76,74,64,82,83,73,67,Adelino Andre Vieira De Freitas,42,172,72,69,Hellas Liga,70,75,65,Vieirinha,Portugal,77,75,74,66,62,74,78,73,76,75,63,74,67,64,54,Right,74,65
69,33,80,61,62,65,Genoa,74,49,58,78,63,59,13,63,Santiago Gentiletti,76,186,78,78,Calcio A,65,48,77,Gentiletti,Argentina,77,69,57,43,73,29,72,36,60,78,78,69,53,80,79,Left,52,30
63,27,78,65,66,62,Atalanta,70,32,41,78,61,55,28,70,Rafael Toloi,76,185,80,76,Calcio A,65,62,78,Rafael Toloi,Brazil,77,58,53,64,70,36,78,46,63,75,77,54,60,79,71,Right,48,27
44,28,80,55,59,74,Girona Fc,73,57,77,71,67,64,44,81,David Timor Copovi,59,186,78,78,Laliga Santander,77,80,64,Timor,Spain,77,52,74,69,78,59,69,61,81,85,67,58,78,79,77,Left,74,40
79,28,88,73,71,74,Paris Saint-Germain,75,78,77,76,70,66,36,55,Yuri Berchiche Izeta,72,181,67,85,Ligue 1 Conforama,66,79,79,Yuri,Spain,77,78,64,59,81,45,72,56,66,78,83,77,83,77,77,Left,45,54
65,28,74,78,90,77,Stoke City,81,68,58,70,77,75,68,50,Joe Allen,44,168,76,78,Premier League,75,60,68,Allen,Wales,77,62,73,52,70,69,82,63,82,63,70,60,86,77,59,Right,72,38
60,28,87,70,58,72,Deportivo Alaves,80,62,57,72,72,71,55,50,Daniel Torres,61,183,82,81,Laliga Santander,76,61,63,Torres,Colombia,77,58,70,72,80,62,81,61,76,73,74,57,80,76,78,Right,71,48
90,27,46,82,75,76,En Avant De Guingamp,73,76,72,40,77,78,73,74,Yannis Salibur,58,177,48,77,Ligue 1 Conforama,65,75,36,Salibur,France,77,87,71,65,64,74,72,74,72,78,35,84,72,33,65,Left,70,62
87,26,50,78,71,72,Bournemouth,72,63,69,29,75,77,82,42,Joshua King,63,180,33,72,Premier League,48,69,22,King,Norway,77,90,60,72,70,77,72,77,68,78,19,92,73,26,77,Right,56,67
78,21,38,84,76,81,Tsg 1899 Hoffenheim,69,73,76,51,81,83,65,71,Nadiem Amiri,42,180,60,66,Bundesliga,73,70,45,Amiri,Germany,77,73,76,65,60,69,72,67,79,70,44,69,77,56,59,Right,77,65
69,26,73,66,63,64,Fc Augsburg,72,56,42,78,63,60,48,36,Jeffrey Gouweleeuw,72,187,82,62,Bundesliga,76,77,77,Gouweleeuw,Netherlands,77,73,64,42,74,61,74,59,67,72,74,76,72,81,77,Right,71,49
77,32,55,77,75,76,Medipol Basaksehir Fk,73,73,64,75,73,71,34,38,Gael Clichy,70,176,76,70,Super Lig,69,43,72,Clichy,France,77,79,65,45,68,66,72,43,66,52,76,81,82,78,66,Left,59,59
88,27,55,78,71,74,West Bromwich Albion,67,77,72,35,77,82,69,48,Matt Phillips,54,183,28,54,Premier League,67,74,29,Phillips,Scotland,77,87,69,61,71,72,65,71,68,80,34,86,74,40,78,Right,70,45
92,23,48,85,89,75,Tottenham Hotspur,72,75,74,35,78,79,71,58,Georges-Kevin Nkoudou,49,175,21,55,Premier League,62,74,35,Nkoudou,France,77,91,71,67,62,76,77,72,74,72,42,91,71,37,64,Right,69,74
52,25,74,51,35,64,1. Fc Koln,73,53,48,77,63,65,18,26,Frederik Srensen,77,194,73,66,Bundesliga,66,33,77,Srensen,Denmark,77,60,62,40,77,30,72,33,71,67,76,67,69,80,84,Right,65,26
40,28,87,52,56,64,Sd Eibar,69,39,47,76,59,54,29,58,Alejandro Galvez Jimena,73,188,76,62,Laliga Santander,71,36,74,Galvez,Spain,77,43,60,44,82,47,72,37,74,53,76,45,75,78,85,Right,50,41
67,28,73,57,47,75,Watford,71,50,58,27,71,75,74,48,Stefano Okaka,84,186,21,76,Premier League,29,69,15,Okaka,Italy,77,72,57,68,83,74,71,74,71,81,20,77,73,25,93,Right,62,67
53,24,76,67,74,75,Sevilla Fc,74,86,90,73,69,64,51,80,Johannes Geis,65,181,74,78,Laliga Santander,85,75,73,Geis,Germany,77,48,81,75,77,69,76,66,77,90,72,43,79,75,76,Right,78,64
71,34,78,67,75,71,Villarreal Cf,67,79,68,76,68,65,36,38,Antonio Rukavina,63,177,80,78,Laliga Santander,70,58,76,Rukavina,Serbia,77,74,69,42,72,66,81,48,73,63,78,76,70,77,69,Right,59,49
75,23,79,77,77,82,Zenit St. Petersburg,74,74,79,69,78,77,55,76,Leandro Paredes,60,180,72,61,Sogaz Russian Football Championship,80,77,64,Paredes,Argentina,77,72,80,57,73,64,74,66,83,80,72,69,79,75,69,Right,82,73
77,30,82,67,76,72,Sporting Cp,77,77,78,76,76,81,65,51,Fabio Alexandre Silva Coentrao,71,179,80,77,Liga Nos,69,64,72,Fabio Coentrao,Portugal,77,75,72,54,69,65,68,65,75,69,82,73,68,77,64,Left,69,63
65,33,66,92,68,85,Sd Eibar,78,51,78,34,79,74,78,53,Charles Dias De Oliveira,74,177,18,92,Laliga Santander,42,73,34,Charles,Brazil,77,64,55,61,69,80,79,78,60,83,27,64,64,35,71,Right,55,84
58,27,89,67,61,77,Malaga Cf,69,64,76,72,73,72,58,67,Jose Luis Garcia Del Pozo,59,183,78,54,Laliga Santander,76,72,69,Recio,Spain,77,56,75,61,73,75,77,66,81,81,64,54,75,77,68,Right,76,55
72,32,82,73,77,77,Rc Deportivo De La Coruna,68,80,67,76,76,77,49,59,Luis Carlos Correia Pinto,66,171,77,44,Laliga Santander,68,53,74,Luisinho,Portugal,77,70,73,51,65,66,76,53,78,59,79,68,71,78,57,Left,64,45
63,32,90,70,67,74,Udinese,76,69,70,74,71,69,56,69,Valon Behrami,68,185,75,70,Calcio A,72,69,69,Behrami,Switzerland,77,63,72,72,79,63,77,64,75,76,78,63,77,78,77,Right,73,69
63,25,64,68,55,77,Fc Porto,67,49,45,78,70,67,44,36,Diego Reyes,79,189,79,70,Liga Nos,68,47,79,Reyes,Mexico,77,65,62,48,68,44,73,45,79,49,81,66,68,76,69,Right,52,37
91,26,49,82,72,83,Roma,73,70,63,25,82,84,78,69,Gregoire Defrel,61,180,37,41,Calcio A,60,75,18,Defrel,France,77,89,68,69,54,80,74,77,67,78,18,87,65,15,52,Left,73,71
89,24,38,91,86,79,Southampton,70,72,69,24,81,83,69,65,Nathan Redmond,33,173,22,50,Premier League,63,71,18,Redmond,England,77,87,70,57,52,74,65,69,72,71,30,86,72,26,47,Right,72,55
69,28,79,75,76,80,1. Fsv Mainz 05,80,71,54,70,75,71,33,59,Danny Latza,61,179,72,73,Bundesliga,77,76,71,Latza,Germany,77,68,75,73,76,70,76,54,80,74,67,67,90,71,68,Right,78,47
76,30,82,75,83,77,Torino,74,69,52,76,76,76,45,52,Tomas Rincon,58,177,80,91,Calcio A,77,70,74,Rincon,Venezuela,77,74,73,46,80,66,76,58,79,77,78,72,87,82,75,Right,72,60
87,27,70,80,75,78,Fc Girondins De Bordeaux,72,72,73,34,78,79,78,73,Nicolas De Preville,69,182,45,66,Ligue 1 Conforama,69,74,25,De Preville,France,77,84,73,76,64,78,78,77,75,77,39,82,74,22,57,Right,75,75
70,26,74,71,67,76,Real Sporting De Gijon,83,48,59,72,69,61,60,50,Sergio Alvarez Diaz,51,183,80,71,Laliga 1 I 2 I 3,80,73,64,Sergio Alvarez,Spain,77,69,69,41,76,72,79,66,78,81,70,68,85,81,73,Right,73,59
75,27,59,82,76,78,Newcastle United,70,78,73,64,78,79,73,76,Henri Saivet,77,175,64,90,Premier League,77,65,60,Saivet,Senegal,77,74,78,66,70,75,76,71,78,75,62,74,75,66,69,Right,78,69
63,25,82,59,58,65,Real Betis Balompie,69,31,40,76,58,50,34,36,Jordi Amat Maas,74,185,71,78,Laliga Santander,52,65,78,Jordi Amat,Spain,77,68,53,28,76,30,70,48,68,75,80,72,66,77,79,Right,59,28
91,24,76,83,68,75,Inter,69,77,68,72,77,79,59,47,Dalbert Chagas Estevao,60,181,71,59,Calcio A,69,61,73,Dalbert,Brazil,77,91,71,42,72,77,76,62,74,72,74,91,82,75,67,Left,66,52
79,28,73,79,81,77,Leicester City,72,83,82,47,77,77,69,73,Marc Albrighton,42,174,56,62,Premier League,73,67,41,Albrighton,England,77,79,74,60,70,73,71,69,69,72,45,79,86,50,62,Right,74,72
87,24,87,78,78,77,Bayer 04 Leverkusen,72,76,66,71,77,78,37,75,Wendell Nascimento Borges,52,176,76,68,Bundesliga,65,59,68,Wendell,Brazil,77,86,72,46,72,69,74,48,75,60,80,86,77,75,64,Left,69,29
71,28,84,65,58,73,West Ham United,72,54,39,77,69,68,65,47,Cheikhou Kouyate,79,189,81,78,Premier League,64,63,70,Kouyate,Senegal,77,74,61,52,88,72,79,65,68,74,75,77,92,81,88,Right,63,50
86,28,38,87,80,82,Olympiacos Cfp,76,71,80,33,83,86,72,71,Mehdi Carcela-Gonzalez,35,176,39,66,Belgium Pro League,69,72,25,Carcela-Gonzalez,Morocco,77,83,71,65,55,73,72,71,73,69,30,80,70,38,53,Left,69,70
74,24,80,75,75,72,Rc Celta De Vigo,68,76,60,77,69,65,28,54,Jonathan Castro Otto,62,175,76,79,Laliga Santander,59,45,80,Jonny,Spain,77,77,64,46,76,53,63,42,66,66,82,79,87,77,69,Right,55,44
72,29,80,50,50,72,West Bromwich Albion,67,75,68,78,67,68,27,30,Allan Nyom,69,188,75,57,Premier League,64,66,77,Nyom,Cameroon,77,75,63,37,83,51,74,47,65,74,81,78,84,83,86,Right,54,44
69,21,74,69,69,67,Real Madrid Cf,76,41,29,79,63,56,44,31,Jesus Vallejo Lazaro,74,183,80,77,Laliga Santander,75,31,80,Vallejo,Spain,77,73,56,45,70,32,75,41,76,49,80,77,66,78,69,Right,33,36
61,28,83,65,67,51,Olympique De Marseille,75,56,48,77,54,48,48,39,Aymen Abdennour,75,187,75,80,Ligue 1 Conforama,62,60,78,Abdennour,Tunisia,77,63,56,51,81,53,67,55,58,74,80,64,67,77,88,Left,53,32
83,26,69,79,80,73,Valencia Cf,67,76,77,75,72,69,24,55,Martin Montoya Torralbo,59,174,78,78,Laliga Santander,75,68,76,Montoya,Spain,77,83,69,50,71,58,66,50,69,83,80,83,79,77,68,Right,59,66
87,23,74,75,73,75,Lazio,76,73,53,72,76,77,54,46,Jordan Lukaku,62,186,77,79,Calcio A,66,62,70,Lukaku,Belgium,77,89,68,53,81,61,77,60,72,74,72,91,78,74,86,Left,68,57
73,24,76,73,55,74,Atletico Madrid,67,58,59,73,72,72,54,41,Thomas Partey,66,185,75,82,Laliga Santander,73,63,65,Partey,Ghana,77,76,68,46,83,60,74,60,77,76,76,78,84,81,85,Right,69,53
47,29,82,60,61,68,Stade Malherbe Caen,73,49,28,78,55,42,25,31,Damien Da Silva,78,184,78,73,Ligue 1 Conforama,51,41,78,Da Silva,France,77,57,53,43,73,39,64,31,69,28,76,66,63,79,75,Right,40,36
70,26,73,62,76,62,Lazio,67,36,35,78,60,55,30,28,Bartolomeu Quissanga,74,180,79,71,Calcio A,65,41,78,Bastos,Angola,77,72,50,50,74,31,70,37,68,49,77,73,69,79,78,Right,28,31
72,27,69,79,75,79,Genoa,72,72,70,66,78,79,62,64,Andrea Bertolacci,64,178,70,65,Calcio A,76,76,60,Bertolacci,Italy,77,74,76,56,72,76,74,69,80,78,68,76,79,68,70,Left,76,69
67,23,79,46,40,52,Lazio,68,34,33,78,50,45,21,29,Wallace Fortuna Santos,77,191,76,71,Calcio A,50,26,78,Wallace,Brazil,77,69,44,45,76,25,74,28,57,40,76,71,62,80,83,Right,31,36
65,27,78,76,65,76,Fc Schalke 04,74,45,42,76,71,66,50,43,Benjamin Stambouli,68,180,78,73,Bundesliga,74,62,72,Stambouli,France,77,65,66,50,77,62,74,56,77,65,75,65,83,80,74,Right,73,40
76,31,80,83,71,78,Leicester City,70,66,53,47,78,77,74,50,Shinji Okazaki,74,174,45,91,Premier League,66,68,35,Okazaki,Japan,77,74,69,74,75,82,84,74,76,77,34,73,79,55,69,Right,69,76
65,33,74,77,76,77,Southampton,84,75,73,66,77,76,58,69,Steven Davis,53,173,67,82,Premier League,77,63,66,Davis,Northern Ireland,77,64,77,62,74,68,80,61,81,63,67,63,86,71,67,Right,75,64
90,26,48,83,75,82,Real Betis Balompie,66,74,72,28,80,82,68,64,Cristian Tello Herrera,47,178,26,72,Laliga Santander,60,68,20,Cristian Tello,Spain,77,90,70,56,59,72,68,70,74,78,26,90,75,30,54,Right,69,66
77,29,69,82,75,76,Real Betis Balompie,75,41,69,34,76,75,82,64,Sergio Leon Limones,71,178,35,77,Laliga Santander,34,74,26,Sergio Leon,Spain,77,76,56,80,69,78,74,78,67,75,21,76,75,33,66,Right,61,77
49,26,80,33,36,63,Girona Fc,65,35,28,78,47,38,35,35,Juan Pedro Ramirez Lopez,81,190,73,70,Laliga Santander,60,27,76,Juanpe,Spain,76,60,54,37,78,32,55,35,69,48,75,68,73,81,80,Right,54,13
75,23,50,74,62,80,Sevilla Fc,62,73,69,33,77,79,69,63,Joaquin Correa,43,188,31,37,Laliga Santander,71,71,29,Correa,Argentina,76,78,73,57,63,67,70,70,76,74,26,80,64,37,70,Right,71,67
68,25,76,73,76,75,Girona Fc,71,62,54,73,73,70,55,64,Pere Pons Riera,51,177,81,65,Laliga Santander,75,59,69,Pere Pons,Spain,76,71,73,45,74,59,79,56,81,60,71,72,86,79,67,Right,74,43
76,30,71,82,82,79,Sporting Cp,81,71,80,50,81,82,66,70,Ruben Tiago Rodrigues Ribeiro,59,175,54,69,Liga Nos,64,74,42,Ruben Ribeiro,Portugal,76,73,73,74,66,78,83,71,75,77,44,70,76,53,57,Right,73,66
